IsRobot	Pages	Requests	Transfer	Duration	TimePerPage	EmptyReferrers	4xxRequests
True	17	19	103.33	5132	320.75	100	0
True	5	7	90.52	4114	1028.5	71.43	0
True	2	3	5.65	3	3	100	0
True	21	23	129.51	7345	367.25	100	0
True	3	8	64.81	835	417.5	100	0
True	21	33	1773.19	9762	488.1	100	0
True	11	15	93.88	4823	482.3	100	0
True	18	18	4.13	468	27.53	100	100
True	79	114	353.35	33060	423.85	100	0
True	170	177	480.48	501	2.96	100	0
True	8	9	188.53	2914	416.29	100	0
True	26	34	193.4	10976	439.04	100	0
True	3	5	26.18	693	346.5	100	0
True	17	18	158.28	799	49.94	100	0
True	2	75	594.65	3	3	4	1.33
True	3	3	11.85	580	290	100	0
True	13	17	78.16	5027	418.92	100	0
True	47	68	125.86	21240	461.74	100	0
True	14	21	53.51	7903	607.92	100	0
True	4	4	63.42	99	33	100	50
True	4	4	26.52	1575	525	100	0
True	6	8	46.17	1403	280.6	100	25
True	13	19	112.72	5692	474.33	100	0
True	2	2	0.19	43	43	100	50
True	61	64	684.53	64	1.07	100	0
True	2	2	15.21	544	544	100	0
True	48	67	549.68	15188	323.15	100	0
True	2	55	284.71	157	157	32.73	3.64
True	3	5	135.02	2384	1192	100	0
True	7	10	57.76	1035	172.5	100	0
True	10	12	68.24	3144	349.33	100	0
True	77	111	259.87	46660	613.95	100	0
True	5	5	32.77	3043	760.75	100	0
True	7	7	36.83	1982	330.33	100	0
True	4	5	49.63	9	3	100	0
True	69	76	498.54	19211	282.51	100	1.32
True	9	13	289.91	5	0.63	100	0
True	2	3	5.56	3	3	100	0
True	3	5	58.05	2	1	100	0
True	79	106	235.56	38979	499.73	100	0
True	6	6	139.93	78	15.6	100	0
True	13	16	119.82	4259	354.92	100	0
True	5	7	53.24	1369	342.25	100	0
True	3	3	22.82	3	1.5	0	0
True	2	4	19.32	1038	1038	100	0
True	5	7	22.59	1112	278	100	0
True	27	32	200.2	5995	230.58	100	0
True	20	24	56.57	14536	765.05	100	0
True	26	40	95.58	17560	702.4	100	0
True	3	3	10.93	7	3.5	100	0
True	7	10	59.08	780	130	100	0
True	3	4	186.41	3813	1906.5	100	0
True	7	8	52.78	16	2.67	100	0
True	9	12	31.86	2865	358.13	100	0
True	45	56	287.27	10595	240.8	100	0
True	2	3	14.45	199	199	100	33.33
True	3	3	124.8	2	1	0	0
True	3	4	12.07	4	2	100	0
True	6	8	38.78	1759	351.8	100	0
True	7	7	38.97	2225	370.83	100	0
True	10	12	48.41	16	1.78	100	0
True	13	13	214.78	7	0.58	100	15.38
True	12	12	41.87	6781	616.45	100	0
True	7	8	12.58	2072	345.33	100	0
True	15	21	89.91	14250	1017.86	100	0
True	3	3	12.48	1253	626.5	100	0
True	35	44	470.44	10996	323.41	100	0
True	3	3	0.62	4	2	100	100
True	14	22	101.39	7104	546.46	100	0
True	8	9	54.64	1583	226.14	100	0
True	3	3	77.17	1005	502.5	100	0
True	3	3	22.82	4	2	0	0
True	8	8	12.29	15	2.14	100	0
True	61	64	459.79	67	1.12	100	0
True	3941	4792	47340.08	8539	2.17	100	0.15
True	29	39	99.08	19784	706.57	100	0
True	152	153	467.4	529	3.5	100	0
True	4	5	14.27	1326	442	100	0
True	9	10	89.16	3417	427.13	100	0
True	18	29	101.56	10541	620.06	100	0
True	5	5	15.19	263	65.75	100	0
True	44	53	426.61	7974	185.44	100	0
True	24	32	58.64	13599	591.26	100	0
True	4	4	12.53	815	271.67	100	0
True	8	9	35.21	12	1.71	100	0
True	3	3	15.67	5	2.5	100	0
True	2	123	1106.96	157	157	1.63	0
True	284	345	2449.76	83219	294.06	100	0
True	10	12	63.58	4488	498.67	100	0
True	5	10	41.32	4263	1065.75	100	0
True	39	51	394.17	2575	67.76	100	23.53
True	96	128	407.78	42335	445.63	100	0
True	11	17	57.43	8374	837.4	100	0
True	22	22	125.01	2893	137.76	100	0
True	59	78	185.05	29750	512.93	100	0
True	4	5	9.95	13	4.33	100	0
True	2	9	48.54	5	5	22.22	11.11
True	11	11	62.32	2614	261.4	100	0
True	1132	1134	3345.74	1605	1.42	100	0
True	5	6	60.59	17	4.25	100	0
True	9	12	66.36	3906	488.25	100	0
True	45	46	23.22	3690	83.86	100	39.13
True	14	15	57.78	19	1.46	100	0
True	3	3	192.91	2	1	0	0
True	2	4	3.99	6	6	100	0
True	124	125	324.45	413	3.36	100	0
True	2	10	141.33	2322	2322	30	10
True	3	3	22.82	2	1	0	0
True	19	27	59.14	6612	367.33	100	0
True	39	42	616.66	17	0.45	100	2.38
True	343	344	1205.51	991	2.9	100	0
True	4	5	9.36	7	2.33	100	0
True	4	13	177.75	1725	575	100	0
True	31	36	191.96	8712	290.4	100	0
True	3	3	4.29	1486	743	100	0
True	389	402	1276.95	2826	7.28	100	0
True	9	11	30.02	5587	698.38	100	0
True	5	6	45.81	15	3.75	100	0
True	12	14	73.03	20	1.82	100	0
True	11	13	52.25	5740	574	100	0
True	6	6	1.37	10	2	100	100
True	16	17	249.79	2234	148.93	100	0
True	4	5	35.83	3	1	100	0
True	6	11	27.32	4266	853.2	100	0
True	20	29	64.39	8836	465.05	100	0
True	2	2	64.07	479	479	100	0
True	101	101	1078.03	220	2.2	100	0
True	3	5	9.33	2227	1113.5	100	0
True	2	2	20.86	1600	1600	100	0
True	4	9	99.1	7446	2482	100	0
True	3	6	36.28	1655	827.5	100	0
True	4	22	154.72	3725	1241.67	100	0
True	22	32	141.33	4885	232.62	100	0
True	2	3	12.79	2	2	100	0
True	49	51	369.6	20965	436.77	100	0
True	28	44	122.81	14831	549.3	100	2.27
True	15	15	91.34	11658	832.71	100	0
True	3	3	19.8	574	287	100	0
True	6	6	38.36	15	3	100	0
True	6	31	228.52	2108	421.6	100	0
True	82	84	257.69	328	4.05	100	0
True	9	10	45.78	26	3.25	100	0
True	2	8	53.15	4	4	100	0
True	4	5	5.13	11	3.67	100	0
True	48	49	110.83	68	1.45	100	32.65
True	7	7	40.81	5	0.83	100	0
True	15	22	152.99	6886	491.86	100	0
True	3	3	0.65	44	22	100	100
True	12	13	35.02	40	3.64	100	0
True	2	3	13.49	1349	1349	100	33.33
True	3	5	15.78	6	3	100	0
True	21	22	167	36	1.8	100	0
True	8	10	52.8	17	2.43	100	0
True	20	33	66.5	10589	557.32	100	0
True	5	7	45.87	3	0.75	100	0
True	4	6	5.62	1453	484.33	50	0
True	4	4	4.09	327	109	50	0
True	27	31	101.23	9162	352.38	100	0
True	3	3	20.29	3550	1775	100	0
True	4	6	19.27	378	126	100	0
True	10	11	70.07	2961	329	100	0
True	14	15	44.68	27	2.08	100	0
True	4	4	0	7	2.33	100	0
True	2	2	1.54	242	242	100	0
True	7	8	42.59	1668	278	100	0
True	10	14	30.66	6659	739.89	100	0
True	261	289	2964.84	83883	322.63	100	0.35
True	6	7	15.91	3222	644.4	100	0
True	25	28	752.9	7120	296.67	100	0
True	171	175	564.73	320	1.88	100	0
True	5	6	12.14	1075	268.75	100	0
True	2	3	84.72	3097	3097	100	0
True	571	572	1637.48	2526	4.43	100	0
True	7	8	19.06	3402	567	100	0
True	6	6	26.41	18	3.6	100	0
True	2	2	13.72	1193	1193	100	0
True	34	39	76.64	10731	325.18	100	0
True	7	7	47.03	18	3	100	0
True	5	7	38.84	2880	720	100	0
True	2	2	2.87	492	492	100	0
True	4	5	30.94	4	1.33	100	20
True	2	2	5.84	56	56	100	0
True	685	1006	1776.97	3470	5.07	100	0
True	8	11	84.4	1579	225.57	100	0
True	52	69	513.75	11891	233.16	100	0
True	9	10	51.91	1834	229.25	100	0
True	7	10	17.58	3786	631	100	0
True	7	7	54.88	5893	982.17	100	0
True	5	7	13.78	122	30.5	100	0
True	61	64	471.13	69	1.15	100	0
True	542	543	1724.23	1429	2.64	100	0
True	28	41	100.99	11241	416.33	100	0
True	13	14	21.12	5044	420.33	100	0
True	2	3	1.87	439	439	100	0
True	2	4	3.34	293	293	100	0
True	9	9	66.84	21	2.63	100	0
True	2	4	71.48	2039	2039	100	0
True	15	15	67.42	2198	157	100	0
True	5	13	197.67	1702	425.5	100	0
True	18	28	60.09	14	0.82	100	0
True	21	26	180.31	5159	257.95	100	0
True	2	2	5.77	68	68	100	0
True	5	6	14.23	173	43.25	100	0
True	2	2	0.92	358	358	100	0
True	11	18	146.73	34	3.4	100	0
True	32	36	412.08	9151	295.19	100	0
True	2	4	5.42	825	825	100	0
True	19	19	871.62	157	8.72	89.47	0
True	87	118	279.94	37314	433.88	100	0
True	2	2	1.8	154	154	100	0
True	2	2	15.6	1440	1440	100	0
True	4	6	150.49	932	310.67	100	0
True	11	20	51.68	10481	1048.1	100	0
True	61	63	501.2	62	1.03	100	0
True	39	40	64.62	83	2.18	100	0
True	8	8	13.29	20	2.86	100	12.5
True	20	35	257.91	6414	337.58	100	0
True	2	76	629.28	4	4	3.95	1.32
True	7	8	51.28	46	7.67	100	0
True	2	74	638.52	4	4	4.05	1.35
True	67	77	1904.52	481	7.29	100	1.3
True	2	2	0.74	1211	1211	100	50
True	4	5	30.88	3	1	100	20
True	5	12	51.24	3835	958.75	100	0
True	7	9	121.23	564	94	100	0
True	8	9	49.05	3641	520.14	100	0
True	11	11	90.29	18	1.8	100	0
True	9	9	50.35	664	83	100	0
True	27	37	94.66	16522	635.46	100	0
True	5	6	15.02	785	196.25	100	0
True	6	18	130.93	3395	679	100	0
True	7	7	8.87	7	1.17	100	85.71
True	7	7	31.66	1633	272.17	100	0
True	4	5	30.75	80	26.67	100	20
True	4	4	4.66	18	6	100	0
True	6	10	24.39	4479	895.8	100	0
True	3	3	22.35	1584	792	100	0
True	77	79	515.68	32434	426.76	100	1.27
True	57	85	302.56	28565	510.09	100	0
True	13	21	60.8	8843	736.92	100	0
True	42	58	110.16	18304	446.44	100	0
True	46	48	117.64	168	3.73	100	2.08
True	36	37	253.69	17033	486.66	100	0
True	2	2	3.91	3	3	100	0
True	19	27	182.53	3882	215.67	100	0
True	5	5	28.79	589	147.25	100	0
True	3	4	430.7	788	394	100	0
True	11	17	46.99	4165	416.5	100	0
True	4	4	0.87	2	0.67	100	100
True	6	9	55.41	12	2.4	100	0
True	304	305	1013.95	665	2.19	100	0
True	5	5	11.63	627	156.75	100	0
True	4	4	68.89	918	306	100	0
True	37	492	4665.54	1710	47.5	0.41	0.41
True	6	59	285.2	206	41.2	10.17	0
True	2	2	3.8	1206	1206	100	0
True	14	69	3549.8	89	6.85	94.2	0
True	9	11	27.74	1125	140.63	100	0
True	2	12	130.38	661	661	100	0
True	2	76	678.25	5	5	3.95	1.32
True	10	11	186.49	22	2.44	100	0
True	19	20	64.13	77	4.28	100	0
True	27	31	50.44	12218	469.92	100	0
True	75	111	289.95	31274	422.62	100	0
True	2	2	1.93	408	408	100	0
True	211	212	679.3	387	1.84	100	0
True	2	5	10.42	1475	1475	100	0
True	4	4	0.87	2	0.67	100	100
True	7	12	112.19	3230	538.33	100	0
True	3	4	21.76	714	357	100	0
True	2	2	34.36	3	3	100	0
True	15	15	103.1	17254	1232.43	100	0
True	4	5	4.99	8	2.67	100	0
True	3	3	125.01	4	2	0	0
True	18	24	224.6	2	0.12	100	50
True	9	10	44.11	977	122.13	100	0
True	26	43	210.06	26	1.04	90.7	2.33
True	4	5	8.24	2312	770.67	100	0
True	2	3	13.56	382	382	100	33.33
True	37	41	305	6065	168.47	100	0
True	35	54	1066.52	18879	555.26	100	0
True	2	2	2.86	706	706	100	0
True	7	11	31.52	3145	524.17	100	0
True	37	39	109.97	177	4.92	100	0
True	10	10	55.07	1319	146.56	100	0
True	105	137	368.83	38464	369.85	100	0
True	6	6	34.42	4596	919.2	100	0
True	8	8	25.08	2048	292.57	100	0
True	8	9	12.55	7679	1097	100	0
True	2	65	551.91	6	6	3.08	0
True	33	37	306.55	8977	280.53	100	0
True	3	3	14.04	679	339.5	100	0
True	10	13	47.92	22	2.44	100	0
True	19	19	99.56	249	13.83	100	0
True	2	124	1111.11	93	93	2.42	0.81
True	7	9	22.59	3339	556.5	100	0
True	5	7	15.89	32	8	100	0
True	8	9	16.64	15	2.14	100	11.11
True	6	7	54.35	8	1.6	100	0
True	4	5	34.44	3	1	100	0
True	681	1007	1780.97	3755	5.52	100	0
True	2	2	9.09	2	2	100	0
True	3	3	10.1	1179	589.5	100	0
True	8	65	3207.09	90	12.86	98.46	0
True	2	2	28.79	3	3	100	0
True	45	58	341.51	6105	138.75	100	0
True	4	122	993.84	413	137.67	3.28	2.46
True	20	28	233.99	2836	149.26	100	0
True	2	7	46.23	2066	2066	100	0
True	2	2	5.73	243	243	100	0
True	5	6	29.36	2423	605.75	100	0
True	3	3	108.95	2147	1073.5	100	0
True	2	2	19.39	161	161	100	0
True	54	79	194.05	36168	682.42	100	0
True	84	111	258.86	39731	478.69	100	0
True	7	11	70.08	5842	973.67	100	0
True	6	8	41.78	2388	477.6	100	0
True	3	3	108.63	2118	1059	100	0
True	6	11	110.92	3098	619.6	100	0
True	2	2	13.76	961	961	100	0
True	5	5	27.58	1138	284.5	100	0
True	14	17	30.36	8986	691.23	100	0
True	13	16	21.32	20	1.67	100	6.25
True	43	52	395.15	11791	280.74	100	1.92
True	4	6	105.57	2	0.67	100	0
True	7	11	24.79	4632	772	100	0
True	5	5	33.25	14	3.5	100	0
True	2	2	6.91	630	630	100	0
True	2	2	1.93	5	5	100	0
True	7	7	38.1	18	3	100	0
True	37	44	93.19	14024	389.56	100	0
True	48	72	869.74	13604	289.45	100	0
True	10	16	200.93	2501	277.89	100	0
True	3	3	5.06	288	144	100	0
True	2	3	3.92	345	345	100	0
True	11	12	102.53	25	2.5	100	0
True	7	9	27.77	3110	518.33	100	0
True	2	3	270.44	146	146	100	0
True	2	4	25.88	81	81	100	0
True	6	9	16.15	4866	973.2	100	0
True	47	48	136.55	91	1.98	100	0
True	7	8	126.48	5530	921.67	100	0
True	2	2	4.16	636	636	100	0
True	21	25	161.16	5214	260.7	88	0
True	16	19	65.08	25	1.67	100	10.53
True	5	5	9.15	683	170.75	100	0
True	138	195	596.45	61482	448.77	100	0
True	6	7	35.36	2426	485.2	100	0
True	7	7	133.15	81	13.5	100	0
True	4	5	32.16	19	6.33	100	0
True	34	45	317.14	7011	212.45	100	2.22
True	43	62	199.18	24138	574.71	100	0
True	6	12	34.57	6500	1300	100	0
True	5	6	45.96	713	178.25	100	0
True	12	13	112.64	2980	270.91	100	0
True	3	3	87.53	2	1	0	0
True	2	2	2.87	955	955	100	0
True	7	7	42.96	54	9	100	0
True	288	290	161.06	659	2.3	100	0
True	36	39	176.51	60	1.71	100	0
True	61	63	462.66	137	2.28	100	0
True	39	43	80.95	84	2.21	100	13.95
True	18	18	4.13	258	15.18	100	100
True	23	41	413.38	583	26.5	100	0
True	7	8	29.01	20	3.33	100	0
True	8	8	45.52	1608	229.71	100	0
True	58	77	216.74	34523	605.67	100	0
True	4	4	22.92	143	47.67	100	0
True	20	32	143.18	1209	63.63	100	0
True	3	4	51.14	4258	2129	100	0
True	3	3	42.82	2	1	100	0
True	6	7	43.92	1098	219.6	100	0
True	6	6	30.38	725	145	100	0
False	3	47	1572.63	53	26.5	6.38	4.26
False	3	148	1259.91	33	16.5	0	0
False	3	156	1294.76	84	42	2.56	1.28
False	6	224	1972.99	44	8.8	0	0.45
False	7	23	227.37	284	47.33	4.35	4.35
False	3	47	365.76	14	7	2.13	2.13
False	39	302	2914.46	1008	26.53	5.96	0.66
False	2	124	1076.93	12	12	0.81	0.81
False	3	117	1135.15	79	39.5	0	0
False	4	116	1500.16	286	95.33	4.31	3.45
False	2	77	661.29	3	3	1.3	1.3
False	4	165	1310.86	105	35	1.21	1.82
False	3	183	1622.17	259	129.5	0.55	0.55
False	3	68	417.81	123	61.5	0	1.47
False	4	107	1038.99	204	68	1.87	1.87
False	3	162	1382.3	36	18	1.23	1.23
False	4	153	1312.42	108	36	0.65	1.31
False	4	159	1329.59	40	13.33	5.66	6.29
False	117	882	7350.1	4365	37.63	0.34	0.57
False	5	250	2583.19	72	18	0.4	0.4
False	3	110	932.88	13	6.5	0.91	0.91
False	3	13	82.37	35	17.5	7.69	7.69
False	3	143	1205.92	83	41.5	0	0
False	17	303	2762.63	1147	71.69	0	0.66
False	16	221	2499.88	758	50.53	0.45	2.71
False	15	206	2247.24	707	50.5	0.49	2.43
False	3	66	467.36	145	72.5	3.03	4.55
False	3	174	1814.84	37	18.5	2.3	1.15
False	9	206	1778.5	109	13.63	0.97	1.46
False	2	76	609.97	4	4	2.63	2.63
False	3	24	1231.5	100	50	4.17	4.17
False	146	684	6542.36	2455	16.93	0.29	0.44
False	5	243	2913.55	206	51.5	0.82	0.82
False	12	158	1650.29	553	50.27	1.27	1.27
False	3	150	1253.39	24	12	0	0
False	5	194	1618.37	106	26.5	0.52	0.52
False	2	128	1245.31	17	17	1.56	1.56
False	2	4	21.05	117	117	0	25
False	3	71	447.69	114	57	2.82	2.82
False	3	136	1158.54	33	16.5	0	0.74
False	2	66	461.54	35	35	3.03	3.03
False	12	88	1027.06	331	30.09	3.41	0
False	2	3	32.57	25	25	0	0
False	13	252	2377.69	519	43.25	0.79	0.79
False	6	154	1352.33	42	8.4	0.65	1.95
False	5	122	1726.09	1007	251.75	0.82	0.82
False	3	152	1225.36	57	28.5	11.18	1.32
False	2	38	331.93	483	483	2.63	2.63
False	13	212	1785.63	193	16.08	0.94	1.89
False	7	187	1630.22	1810	301.67	1.07	1.07
