IsRobot	Pages	Requests	Transfer	Duration	TimePerPage	EmptyReferrers	4xxRequests
False	15	425	4629.09	2401	171.5	0.24	1.41
False	2	126	1262.44	1752	1752	1.59	1.59
False	4	161	1393.39	164	54.67	1.24	1.24
False	2	77	744.13	4	4	0	1.3
False	4	163	1416.92	28	9.33	1.23	1.84
False	20	345	3083.73	385	20.26	0.29	0.29
False	2	128	1202.7	285	285	1.56	1.56
False	7	170	1545.89	990	165	1.18	1.18
False	3	87	885.65	16	8	0	0
False	2	89	1123.32	14	14	1.12	1.12
False	2	28	535.42	31	31	3.57	3.57
False	9	272	2464.54	330	41.25	1.1	1.84
False	2	58	398.8	102	102	5.17	3.45
False	25	524	4869.42	498	20.75	0.19	0.57
False	2	91	855.89	64	64	0	1.1
False	2	45	218.69	54	54	4.44	4.44
False	7	204	1837.88	152	25.33	0	1.96
False	8	139	993.88	108	15.43	5.04	1.44
False	42	457	4962.85	1298	31.66	0.44	0.66
False	2	67	334.94	27	27	0	0
False	2	139	1158.77	238	238	0.72	0.72
False	2	59	880.12	19	19	3.39	3.39
False	22	287	2555.6	845	40.24	0.35	0.35
False	3	167	1465.17	11	5.5	0.6	0.6
False	6	47	380.61	541	108.2	4.26	0
False	2	122	1041.68	307	307	0.82	0.82
False	2	11	60.18	10	10	18.18	18.18
False	4	155	1294.81	63	21	1.29	1.94
False	7	143	1328.75	244	40.67	0.7	0.7
False	5	216	2202.19	66	16.5	0.46	0.46
False	2	152	1247.28	225	225	0.66	0.66
False	4	90	745.23	55	18.33	1.11	1.11
False	12	342	3043.6	1042	94.73	0.29	0.29
False	2	136	1122.93	65	65	1.47	1.47
False	5	41	1067.12	153	38.25	7.32	0
False	2	84	670.28	941	941	1.19	1.19
False	2	28	1369.1	14	14	3.57	3.57
False	9	62	1034.88	317	39.63	3.23	3.23
False	3	22	453.16	11	5.5	13.64	9.09
False	4	170	1460.96	106	35.33	0	0.59
False	2	77	628.39	13	13	2.6	2.6
False	2	89	1030.57	143	143	1.12	1.12
False	3	74	349.54	61	30.5	2.7	2.7
False	12	481	4649.17	1073	97.55	0.21	0.21
False	2	20	360.24	10	10	10	10
False	2	152	1405.4	24	24	0	0.66
False	6	23	353.02	24	4.8	30.43	8.7
False	3	32	194.04	289	144.5	12.5	12.5
False	2	38	283.56	19	19	2.63	2.63
False	2	107	920.36	18	18	0	0.93
False	2	100	735.65	106	106	2	2
False	6	122	1849.12	77	15.4	1.64	1.64
False	3	132	1335.85	38	19	1.52	1.52
False	5	126	1175.99	124	31	1.59	1.59
False	3	93	1154.7	21	10.5	2.15	2.15
False	2	46	279.78	10	10	6.52	6.52
False	8	365	3741.66	361	51.57	0	0.27
False	33	355	2785.4	402	12.56	0.28	0.85
False	13	246	2282.32	386	32.17	0.41	0.41
False	5	55	1089.82	185	46.25	3.64	3.64
False	4	87	849.74	75	25	0	0
False	3	60	512.36	144	72	5	5
False	3	108	999.57	202	101	0	0.93
False	11	195	1907.76	351	35.1	1.03	1.03
False	2	154	1286.79	85	85	0.65	0.65
False	3	131	1211.93	94	47	1.53	1.53
False	2	176	1663.2	57	57	1.14	1.14
False	3	240	2225.17	92	46	0	0.42
False	2	125	1088.84	249	249	0.8	0.8
False	2	143	1288.98	87	87	0.7	0.7
False	2	92	843.82	8	8	0	0
False	2	77	621.88	5	5	2.6	2.6
False	3	38	925.51	149	74.5	10.53	5.26
False	3	54	1248.23	956	478	5.56	5.56
False	5	19	56.69	31	7.75	31.58	21.05
False	4	134	1185.27	121	40.33	0.75	0.75
False	5	160	1400.15	103	25.75	1.25	1.25
False	5	213	2184.77	100	25	0.94	0.94
False	7	101	3443.55	250	41.67	6.93	5.94
False	2	76	384.45	1488	1488	2.63	2.63
False	2	9	84.42	23	23	11.11	11.11
False	38	296	3228.02	1375	37.16	1.01	1.01
False	5	192	2099.19	149	37.25	1.04	0.52
False	15	71	1477.83	1026	73.29	2.82	2.82
False	4	116	1162.06	68	22.67	1.72	1.72
False	6	193	1642.8	45	9	0.52	0.52
False	9	111	2932.92	1443	180.38	7.21	6.31
False	3	24	479.26	281	140.5	0	0
False	2	111	988.78	47	47	0.9	0.9
False	2	43	1510.17	18	18	4.65	2.33
False	6	157	1336.68	105	21	1.27	1.27
False	2	77	709.99	5	5	1.3	1.3
False	7	101	1070.28	76	12.67	0.99	2.97
False	41	502	4805.33	2074	51.85	0.2	0.2
False	2	76	601.31	2	2	1.32	1.32
False	8	281	2660.4	535	76.43	0.71	1.07
False	2	121	1039.22	9	9	0.83	0.83
False	2	28	748.56	27	27	0	0
False	3	103	914.05	32	16	0	0
False	6	148	1293.87	3462	692.4	0.68	0
False	7	149	1641.58	186	31	3.36	2.68
False	2	77	659.25	7	7	1.3	1.3
False	3	148	1278.02	91	45.5	0.68	0.68
False	4	252	2207.46	437	145.67	0	0
False	3	24	390.91	48	24	4.17	4.17
False	6	40	173.65	109	21.8	20	10
False	2	171	1520.98	82	82	0	0.58
False	8	129	4516.19	213	30.43	5.43	3.88
False	2	58	440.49	210	210	3.45	3.45
False	3	142	1215.49	207	103.5	1.41	1.41
False	2	76	748.58	18	18	0	0
False	2	41	219.44	806	806	0	0
False	2	77	605.63	7	7	2.6	2.6
False	5	184	1458.16	58	14.5	2.72	2.17
False	2	163	2028.98	71	71	0	0
False	5	138	1266.45	201	50.25	0.72	0.72
False	3	139	1179.11	47	23.5	2.88	1.44
False	13	312	2942.45	575	47.92	6.09	0.64
False	2	63	372.88	355	355	1.59	1.59
False	2	44	278.84	14	14	4.55	4.55
False	11	299	2670.37	266	26.6	0.33	0.33
False	2	5	87.85	2	2	20	0
False	2	30	732.96	10	10	6.67	6.67
False	2	123	1066.29	547	547	1.63	1.63
False	2	77	662.73	4	4	1.3	1.3
False	3	149	1260.26	207	103.5	1.34	1.34
False	18	375	2979.77	284	16.71	1.6	0.53
False	3	141	1201.65	77	38.5	0.71	0.71
False	2	32	544.63	254	254	12.5	12.5
False	2	128	1286.07	19	19	2.34	1.56
False	2	18	373.44	8	8	5.56	5.56
False	3	153	1256.86	91	45.5	1.31	1.31
False	2	14	207.97	113	113	7.14	7.14
False	2	74	700.46	4	4	0	0
False	2	127	1080.75	612	612	1.57	1.57
False	5	180	1583.45	164	41	0.56	0.56
False	2	126	1112.68	107	107	1.59	1.59
False	16	309	3258.74	253	16.87	0.65	1.94
False	4	34	209.11	144	48	11.76	2.94
False	2	126	1196.72	57	57	0.79	0.79
False	17	215	1856	729	45.56	0.93	0.93
False	4	105	885.03	898	299.33	0.95	0.95
False	5	51	584.92	143	35.75	1.96	1.96
False	7	543	5598.46	912	152	0	0
False	3	72	533.16	1034	517	5.56	5.56
False	11	166	1468.5	27	2.7	0.6	0.6
False	4	162	1384.71	297	99	0	0
False	2	227	2299.81	131	131	0.88	0.88
False	4	32	178.96	11	3.67	12.5	6.25
False	11	407	3820.92	234	23.4	4.42	0.49
False	2	122	1040.87	1102	1102	0.82	0.82
False	3	159	1218.75	34	17	1.26	1.26
False	3	131	1204.12	41	20.5	0.76	0.76
False	3	123	1061.68	16	8	1.63	1.63
False	18	42	858.2	502	29.53	0	4.76
False	2	166	1608.78	85	85	9.64	0.6
False	5	157	1389.79	185	46.25	1.91	1.27
False	5	89	532.22	139	34.75	0	0
False	2	142	1538.5	21	21	1.41	1.41
False	3	199	1699.35	126	63	1.01	1.01
False	12	191	1467.97	218	19.82	1.05	1.05
False	6	79	1470.87	284	56.8	3.8	3.8
False	3	55	333.81	53	26.5	3.64	3.64
False	24	153	1460	1529	66.48	0	0.65
False	5	189	1611.58	96	24	1.06	1.06
False	2	21	525.03	37	37	9.52	9.52
False	3	49	292.09	108	54	2.04	2.04
False	6	165	1675.49	113	22.6	0	1.82
False	2	174	1133.25	216	216	0.57	0.57
False	9	276	2573.04	252	31.5	0.72	0.36
False	2	153	1361.65	303	303	1.96	1.31
False	3	187	1813.53	84	42	1.6	1.6
False	6	26	504.22	111	22.2	15.38	7.69
False	2	83	651.42	63	63	2.41	2.41
False	3	122	1019.2	948	474	1.64	1.64
False	3	31	606.89	20	10	12.9	12.9
False	2	38	389.58	3	3	0	0
False	6	307	2774.8	204	40.8	5.21	0.65
False	4	150	1427.87	88	29.33	1.33	2
False	4	86	930.49	30	10	4.65	2.33
False	2	98	1433.43	173	173	1.02	1.02
False	3	139	1554.24	48	24	0	0
False	24	90	834.04	1190	51.74	0	2.22
False	8	246	2385.72	561	80.14	0.81	1.63
False	5	52	1184.28	123	30.75	3.85	3.85
False	3	149	1466.34	60	30	0.67	0.67
False	3	134	1165.36	43	21.5	0.75	0.75
False	9	179	1657.75	2636	329.5	0.56	0.56
False	2	137	1167.45	98	98	1.46	1.46
False	7	183	1667.99	52	8.67	1.64	1.09
False	3	42	1121.1	27	13.5	7.14	7.14
False	4	65	667.34	193	64.33	3.08	3.08
False	2	37	356.6	331	331	2.7	0
False	5	141	1760.77	122	30.5	0.71	1.42
False	3	112	930.05	47	23.5	0.89	0.89
False	2	5	44.09	16	16	20	20
False	2	22	476.58	173	173	0	0
False	6	132	1031.61	60	12	1.52	3.03
False	2	122	1049.53	39	39	0.82	0.82
False	2	68	818.91	312	312	0	2.94
False	10	174	1697.71	1301	144.56	1.15	2.87
False	3	146	1345.85	41	20.5	0.68	0.68
False	3	7	91.75	28	14	0	0
False	3	49	876.91	22	11	0	0
False	2	76	711.81	3	3	1.32	1.32
False	2	82	752.53	2	2	0	1.22
False	3	148	1381.01	137	68.5	0.68	0.68
False	5	75	614.57	29	7.25	1.33	1.33
False	24	137	1508.45	1204	52.35	2.19	1.46
False	2	75	603.62	2	2	1.33	1.33
False	2	38	341.85	59	59	0	0
False	2	37	368.89	4	4	0	0
False	15	528	4568.59	1140	81.43	0.19	0.57
False	3	68	736.63	52	26	2.94	2.94
False	2	75	626.71	5	5	1.33	1.33
False	2	76	604.99	2	2	1.32	1.32
False	9	465	4564.01	470	58.75	0.65	0.65
False	2	77	748.87	3	3	3.9	3.9
False	3	156	1899.8	98	49	1.28	1.28
False	4	172	1371.04	21	7	0.58	1.16
False	3	147	1150.94	425	212.5	0.68	0.68
False	3	247	2547.8	98	49	0.81	0.81
False	5	250	2485.92	220	55	0.8	0.8
False	3	58	317.28	256	128	5.17	5.17
False	65	1093	11096.33	2793	43.64	0.27	0.73
False	2	124	1115.33	278	278	0.81	0.81
False	2	141	1188.54	51	51	0.71	0.71
False	3	150	1321.07	17	8.5	0.67	0.67
False	10	82	1712.61	140	15.56	2.44	0
False	7	87	866.66	26	4.33	2.3	2.3
False	2	123	1115.32	757	757	1.63	1.63
False	33	784	10269.63	1339	41.84	0.26	0.51
False	2	125	1050.02	735	735	1.6	1.6
False	6	222	2289.53	202	40.4	0.9	1.8
False	4	117	1075.94	20	6.67	0.85	0.85
False	23	441	3586.81	994	45.18	0.45	0.45
False	2	77	762.77	5	5	2.6	2.6
False	9	244	2166.75	227	28.38	1.23	0.82
False	2	244	1094.7	136	136	2.05	2.05
False	3	80	875.73	146	73	17.5	0
False	4	117	1069.63	24	8	0.85	0.85
False	101	856	8343.54	3756	37.56	0.12	1.75
False	6	84	478.88	837	167.4	2.38	2.38
False	53	3231	29462.17	1424	27.38	0	0.09
False	2	20	430.8	65	65	10	10
False	3	149	1326.76	18	9	1.34	1.34
False	2	55	1923.44	55	55	0	1.82
False	8	181	1559.79	338	48.29	0.55	0.55
False	2	76	613.2	34	34	1.32	1.32
False	2	52	587.45	32	32	1.92	0
False	2	30	346.28	6	6	3.33	3.33
False	2	143	1437.52	108	108	0.7	0.7
False	7	25	229.61	247	41.17	4	4
False	7	157	1416.6	133	22.17	0.64	1.91
False	2	77	715.85	3	3	2.6	2.6
False	2	22	179.14	4	4	0	0
False	5	174	1477.75	104	26	1.15	1.72
False	9	71	2020.47	478	59.75	4.23	2.82
False	2	90	660.82	25	25	2.22	2.22
False	2	125	1090.4	66	66	1.6	1.6
False	4	195	1613.74	232	77.33	0.51	0.51
False	12	290	3253.14	1003	91.18	1.03	1.03
False	2	159	1268.87	1759	1759	0	1.89
False	4	108	995.39	102	34	0.93	0.93
False	4	63	397.89	172	57.33	1.59	1.59
False	7	232	2184.92	1237	206.17	8.19	0.86
False	4	168	1387.11	267	89	1.19	0.6
False	2	17	300.22	404	404	0	0
False	2	128	1289.94	1026	1026	1.56	1.56
False	3	151	1203.96	88	44	1.32	1.32
False	58	230	4612.22	4309	75.6	0	8.7
False	2	77	893.27	88	88	20.78	2.6
False	27	479	4302.5	1825	70.19	0.21	0.42
False	2	125	1074.73	63	63	1.6	1.6
False	23	237	1848.22	648	29.45	1.69	2.11
False	2	124	1049.45	166	166	0.81	0.81
False	3	144	1167.4	86	43	1.39	1.39
False	50	346	3193.52	562	11.47	0.87	0.58
False	5	174	1593	151	37.75	0.57	1.15
False	3	213	1918.1	223	111.5	0.47	0.94
False	3	166	1511.05	17	8.5	0.6	0
False	3	114	1012.55	106	53	0.88	0.88
False	10	299	2747.27	419	46.56	0.67	0.67
False	3	83	658.31	13	6.5	2.41	2.41
False	9	364	3358.44	993	124.13	0.55	0.55
False	3	18	376.4	147	73.5	5.56	5.56
False	2	161	1442.88	321	321	1.24	1.24
False	24	348	3342.62	828	36	0.57	2.01
False	10	69	803.25	100	11.11	2.9	5.8
False	3	89	689.83	58	29	1.12	1.12
False	2	76	657.96	8	8	1.32	1.32
False	4	208	1947.26	149	49.67	0	0
False	2	132	1169.83	129	129	1.52	1.52
False	8	177	1689.79	222	31.71	0.56	0.56
False	2	251	2125.43	18	18	0.8	0.8
False	6	17	67.3	174	34.8	23.53	11.76
False	2	58	409.17	10	10	6.9	8.62
False	6	179	1655.55	275	55	0.56	0.56
False	4	232	2077.45	136	45.33	0.86	0.86
False	2	76	649.43	3	3	1.32	1.32
False	10	254	2267.89	496	55.11	7.09	0.79
False	4	113	931.34	825	275	3.54	3.54
False	2	80	893.7	55	55	20	2.5
False	2	78	736.56	6	6	2.56	2.56
False	2	75	733.3	8	8	1.33	1.33
False	6	283	2839.62	134	26.8	0.35	0.71
False	3	146	1205.73	71	35.5	0	0
False	3	37	281.22	25	12.5	0	2.7
False	4	113	1068.71	46	15.33	0.88	0.88
False	43	289	2054.53	1147	27.31	0.35	1.04
False	2	88	820.97	13	13	0	1.14
False	3	147	1250.21	2080	1040	3.4	3.4
False	2	55	302.49	11	11	0	3.64
False	2	19	441.94	7	7	15.79	10.53
False	13	130	1351.04	1738	144.83	3.85	1.54
False	3	84	2087.62	50	25	3.57	3.57
False	3	135	1215.22	25	12.5	1.48	1.48
False	3	161	1388.96	136	68	1.24	1.24
False	6	183	1554.92	110	22	1.09	1.64
False	7	167	1636.44	251	41.83	0	0
False	3	19	306.91	2121	1060.5	0	5.26
False	8	304	3022.66	282	40.29	0.66	0.66
False	6	164	1565.57	524	104.8	1.83	0.61
False	5	146	1289.56	518	129.5	1.37	1.37
False	4	55	343.32	1157	385.67	3.64	3.64
False	22	164	3145.24	333	15.86	12.2	3.05
False	2	76	769.21	6	6	1.32	1.32
False	2	5	34.93	830	830	0	20
False	36	342	3845.06	367	10.49	0.29	2.92
False	4	154	1304.66	58	19.33	1.3	1.95
False	3	198	1694.6	58	29	0.51	0.51
False	2	177	3125.2	14	14	2.26	2.26
False	5	153	1313.33	16	4	1.31	1.31
False	3	150	1248.67	121	60.5	0	0
False	7	177	1770.96	147	24.5	1.13	1.69
False	4	153	1288.97	39	13	1.31	1.96
False	6	335	3111.79	119	23.8	0.3	0.6
False	2	85	665.13	69	69	2.35	2.35
False	9	210	1781.47	530	66.25	0.48	0.95
False	23	308	2899.81	626	28.45	0.32	1.62
False	13	250	2804.07	323	26.92	1.6	1.6
False	4	85	633.94	34	11.33	4.71	4.71
False	12	198	2136.93	245	22.27	1.01	2.53
False	41	382	3082.36	1380	34.5	0.52	0.52
False	34	371	3685.15	1745	52.88	1.62	2.43
False	2	32	733.32	33	33	12.5	12.5
False	6	141	1228.26	93	18.6	0.71	0
False	2	141	1184.28	58	58	1.42	1.42
False	3	133	1187.21	15	7.5	0	0.75
False	2	141	1148.55	42	42	1.42	1.42
False	3	146	1286.36	41	20.5	0.68	0.68
False	3	24	714.61	31	15.5	8.33	8.33
False	2	171	2977.64	20	20	2.92	1.75
False	2	33	178.28	159	159	12.12	12.12
False	7	164	1666.91	256	42.67	1.22	1.22
False	5	149	1283.08	230	57.5	1.34	1.34
False	3	42	1252.86	83	41.5	0	0
False	35	66	439.41	4213	123.91	3.03	0
False	7	189	1600.01	134	22.33	0	0
False	3	101	949.89	92	46	0.99	0.99
False	2	9	46.44	24	24	22.22	22.22
False	6	56	1148.29	343	68.6	5.36	5.36
False	3	145	1244.5	16	8	0.69	0.69
False	23	269	2191	464	21.09	0.74	0.74
False	4	48	1092.84	48	16	4.17	4.17
False	8	185	1610.52	156	22.29	0.54	1.08
False	2	126	1060.89	171	171	1.59	1.59
False	4	108	1401.34	14	4.67	0.93	0.93
False	2	5	50.87	1758	1758	20	20
False	6	46	1212.2	144	28.8	4.35	4.35
False	16	358	3711.91	796	53.07	1.4	1.4
False	2	76	752.96	3	3	2.63	2.63
False	10	275	2459.91	441	49	7.64	0.73
False	4	25	982.96	371	123.67	8	12
False	3	36	2030.78	51	25.5	0	0
False	6	57	486.65	40	8	0	1.75
False	12	228	2092.28	290	26.36	0.44	0.88
False	2	174	1407.76	29	29	1.15	1.15
False	14	354	3876.63	520	40	0.85	1.41
False	4	265	2392.16	817	272.33	0	0.38
False	62	141	1332.09	1584	25.97	0	11.35
False	2	8	101.73	113	113	25	25
False	6	95	1915.96	343	68.6	6.32	6.32
False	2	9	11.45	208	208	66.67	66.67
False	2	48	263.14	31	31	2.08	2.08
False	10	78	1468.21	1248	138.67	2.56	2.56
False	3	145	1206.53	146	73	1.38	1.38
False	6	155	1343.18	89	17.8	0.65	0.65
							
True	33	33	1498.59	351	10.97	100	0
True	6	6	30.15	1211	242.2	100	0
True	3	3	22.82	3	1.5	0	0
True	5	5	25.3	1150	287.5	100	0
True	7	7	29.16	621	103.5	100	0
True	18	23	59.84	11312	665.41	100	0
True	118	155	378.31	68812	588.14	100	0
True	2	2	3.17	1701	1701	100	0
True	15	18	27.72	8130	580.71	100	0
True	2	18	116.88	3	3	11.11	5.56
True	6	7	25.5	18	3.6	100	0
True	2	4	13.95	906	906	100	0
True	14	14	63.33	2425	186.54	100	0
True	6	6	42.86	15	3	100	0
True	2	3	35.79	4	4	100	0
True	3	5	8.12	26	13	100	0
True	2	2	1.51	965	965	100	0
True	15	15	56.93	2189	156.36	100	0
True	5	6	28.01	13	3.25	100	0
True	2	2	63.93	5	5	0	0
True	3	7	36.96	1682	841	100	0
True	5	11	70.85	65	16.25	100	0
True	2	6	17.87	1152	1152	33.33	33.33
True	3	5	182.21	2	1	100	0
True	2	2	9.58	920	920	100	0
True	2	44	204.13	704	704	9.09	4.55
True	2	76	607.93	8	8	3.95	1.32
True	6	11	21.17	2994	598.8	100	0
True	7	9	20.16	2533	422.17	100	0
True	2	2	6.48	680	680	100	0
True	19	20	111.37	1212	67.33	100	0
True	7	8	39.89	1558	259.67	100	0
True	2	124	1186.42	90	90	1.61	0
True	5	5	26.43	2444	611	100	0
True	3	4	11.81	3085	1542.5	100	0
True	4	4	113.32	667	222.33	100	0
True	6	8	113.6	2062	412.4	100	0
True	7	7	29.61	2027	337.83	100	0
True	3	3	22.82	2	1	0	0
True	16	18	99.26	3846	256.4	100	0
True	22	24	139.75	7494	356.86	100	8.33
True	2	2	13.92	1060	1060	100	0
True	19	24	36.95	8871	492.83	100	0
True	5	6	49.01	997	249.25	100	0
True	2	3	3.97	2244	2244	100	0
True	11	14	95.83	3513	351.3	100	0
True	6	6	32.62	2238	447.6	100	0
True	8	12	187.36	16	2.29	100	0
True	2	14	257.53	639	639	14.29	0
True	11	13	65.85	1739	173.9	100	0
True	44	56	307.39	12868	299.26	100	0
True	9	10	249.27	17	2.13	100	0
True	2	2	13.81	206	206	100	0
True	20	23	107	3633	191.21	100	0
True	2	2	17.06	961	961	100	0
True	23	24	174.8	2505	113.86	100	0
True	3	3	22.82	4	2	0	0
True	9	14	79.15	861	107.63	100	0
True	6	131	735.16	10	2	4.58	0
True	7	12	21.19	6075	1012.5	100	0
True	41	46	357.64	10634	265.85	100	0
True	41	52	319.18	13394	334.85	100	0
True	18	22	444.46	5724	336.71	100	0
True	19	19	155.61	1649	91.61	100	0
True	6	7	215.3	9	1.8	100	0
True	3	3	21.07	1220	610	100	0
True	2	5	23.31	616	616	80	20
True	10	12	45.77	3480	386.67	100	0
True	50	52	1345.49	48	0.98	100	0
True	2	9	51.47	163	163	100	0
True	10	11	61.77	1795	199.44	100	0
True	5	5	17.18	8	2	100	0
True	9	10	70.27	3552	444	100	0
True	4	4	29.52	136	45.33	100	0
True	36	42	1212.6	20537	586.77	100	0
True	2	3	5.38	1586	1586	100	0
True	3	3	22.58	3	1.5	100	0
True	13	14	249.08	2354	196.17	100	7.14
True	24	28	58.06	12353	537.09	100	0
True	3	3	22.82	3	1.5	0	0
True	4	5	37.25	7	2.33	100	0
True	19	29	137.43	16	0.89	100	0
True	4	7	19.74	3952	1317.33	100	0
True	4	4	0.87	2	0.67	100	100
True	7	8	35.36	465	77.5	100	0
True	2	22	466.8	13	13	18.18	9.09
True	12	12	47.74	1740	158.18	100	0
True	56	78	188.38	24438	444.33	100	0
True	3	3	22.82	7	3.5	0	0
True	3	3	22.82	3	1.5	0	0
True	2	2	11.67	39	39	100	0
True	2	4	7.9	882	882	100	0
True	12	13	73.37	6071	551.91	100	0
True	10	11	109.68	3356	372.89	100	0
True	3	3	22.82	3	1.5	0	0
True	4	5	1.03	11	3.67	100	100
True	60	64	642.24	62	1.05	100	0
True	2	2	14.6	4	4	0	0
True	6	14	228.57	348	69.6	100	0
True	4	4	22.75	2351	783.67	100	0
True	24	33	99.54	14247	619.43	100	0
True	2	2	13.59	904	904	100	0
True	6	8	15.09	10	2	100	0
True	10	12	61.24	3400	377.78	100	0
True	39	56	164.81	19255	506.71	100	0
True	2	4	3.99	13	13	100	0
True	6	7	79.33	17	3.4	100	0
True	26	32	218	8363	334.52	100	0
True	16	16	80.25	16	1.07	100	0
True	2	18	56.76	407	407	66.67	55.56
True	38	41	304.32	192	5.19	100	0
True	8	12	48.1	5708	815.43	100	0
True	6	6	26.45	1302	260.4	100	0
True	8	9	168.39	19	2.71	100	0
True	4	4	0.87	3	1	100	100
True	10	13	56.03	4316	479.56	100	0
True	2	3	16.24	6	6	100	0
True	13	17	56.17	24	2	100	0
True	5	5	5.71	11	2.75	100	0
True	3	4	40.23	1122	561	100	0
True	14	15	57.53	1959	150.69	100	0
True	2	2	23.67	2	2	100	0
True	6	9	14.73	2314	462.8	100	0
True	40	53	93.68	26173	671.1	100	0
True	9	9	61.24	2788	348.5	100	11.11
True	23	26	112.56	8919	405.41	100	0
True	4	6	27.08	1648	549.33	100	33.33
True	2	79	725.75	12	12	5.06	2.53
True	4	4	0.87	6	2	100	100
True	7	8	37.12	8	1.33	100	0
True	2	2	0.37	241	241	100	100
True	19	19	0	1029	57.17	100	0
True	6	11	236.21	1698	339.6	100	0
True	38	44	259.97	12503	337.92	100	0
True	2	3	0.13	2047	2047	100	0
True	2	2	0	432	432	100	0
True	26	31	206.45	7312	292.48	100	0
True	12	12	2.75	100	9.09	100	100
True	13	14	270.65	17	1.42	100	0
True	5	5	12.46	660	165	100	0
True	2	2	72.32	1100	1100	100	0
True	9	19	131.25	1863	232.88	100	0
True	2	2	8.6	2	2	100	0
True	6	9	30.78	2	0.4	100	0
True	2	3	6.15	1440	1440	100	0
True	100	104	249.08	2267	22.9	100	0.96
True	6	6	34.17	2	0.4	100	0
True	11	17	29.45	10033	1003.3	100	0
True	2	3	16.76	5	5	100	0
True	7745	8635	87313.93	82854	10.7	97.29	0.25
True	27	28	28.9	48	1.85	100	0
True	2	4	16.73	6	6	100	0
True	8	10	94.92	13	1.86	100	0
True	6	6	16.43	300	60	100	0
True	3	4	28.28	2	1	100	0
True	33	51	31.04	3045	95.16	100	43.14
True	2	5	71.3	2525	2525	100	0
True	23	23	144.91	3561	161.86	100	0
True	3	4	11.12	4	2	100	0
True	3	3	22.82	3	1.5	0	0
True	21	21	93.99	1981	99.05	100	0
True	5	7	60.01	1085	271.25	100	0
True	3	4	29.69	59	29.5	100	0
True	6	6	34.06	60	12	100	0
True	2	2	0.88	932	932	100	0
True	682	1006	1775.88	3834	5.63	100	0
True	14	18	144.51	3450	265.38	100	0
True	16	18	85.35	6110	407.33	100	11.11
True	7	10	16.15	4167	694.5	100	0
True	5	8	54.94	1873	468.25	100	0
True	9	14	67.11	4700	587.5	100	0
True	6	6	15.09	856	171.2	100	0
True	6	6	15.61	3530	706	100	0
True	7	7	29.2	1428	238	100	0
True	8	11	433.8	72	10.29	100	0
True	18	22	48.23	7542	443.65	100	0
True	2	3	26.38	2702	2702	100	0
True	7	7	51.95	15	2.5	100	0
True	3	4	12.42	545	272.5	100	0
True	18	49	343.51	5056	297.41	100	0
True	4	8	57.48	687	229	100	0
True	118	140	1695.5	44169	377.51	90	1.43
True	43	60	583.74	15452	367.9	100	0
True	10	10	19.17	14	1.56	100	10
True	2	2	20.52	181	181	100	0
True	4	29	478.24	38	12.67	100	6.9
True	8	11	433.76	17	2.43	100	0
True	5	6	46.93	942	235.5	100	0
True	5	6	27.63	2447	611.75	100	0
True	13	13	551.7	4276	356.33	100	0
True	6	7	11.12	2699	539.8	100	0
True	6	6	16.67	19	3.8	100	0
True	23	24	32.02	42	1.91	100	0
True	3	3	10.96	9	4.5	100	0
True	9	11	30.15	2540	317.5	100	0
True	9	11	17.91	2683	335.38	100	0
True	49	72	285.62	26727	556.81	100	0
True	66	71	453.2	24977	384.26	95.77	1.41
True	11	17	40.48	7195	719.5	100	0
True	3	3	22.82	7	3.5	0	0
True	17	24	40.53	6983	436.44	100	0
True	2	37	460.56	952	952	5.41	0
True	12	22	61.67	9400	854.55	100	0
True	2	2	13.82	3	3	100	0
True	6	6	22.93	1004	200.8	100	0
True	454	465	684.6	1980	4.37	100	1.08
True	3	63	3560.66	71	35.5	98.41	0
True	2	2	3.03	847	847	100	0
True	2	2	72.46	795	795	100	0
True	18	22	311.26	3583	210.76	100	0
True	6	10	43.03	2409	481.8	100	0
True	5	9	15.82	2530	632.5	100	0
True	4	6	6.27	7	2.33	100	0
True	58	62	152.18	140	2.46	100	0
True	13	15	88.21	4697	391.42	100	0
True	52	58	204.96	157	3.08	100	0
True	6	6	127.86	4	0.8	100	33.33
True	3	3	22.86	3359	1679.5	100	0
True	22	23	130.83	22	1.05	100	0
True	17	18	60.36	35	2.19	100	0
True	9	9	51.13	1860	232.5	100	0
True	2	3	5.38	1462	1462	100	0
True	60	63	514.24	66	1.12	100	0
True	3	5	11.94	1868	934	100	0
True	4	4	13.21	2063	687.67	100	0
True	3	8	16.89	1905	952.5	100	0
True	2	44	250.18	69	69	6.82	2.27
True	21	28	69.61	10292	514.6	100	0
True	118	160	402.45	47969	409.99	100	0
True	572	573	1676.32	2723	4.77	100	0
True	5	6	33.39	58	14.5	100	0
True	3	3	5.7	31	15.5	0	0
True	28	36	176.3	2712	100.44	100	0
True	6	6	19.91	1089	217.8	100	0
True	7	9	9.44	12	2	100	0
True	6	8	57.04	3	0.6	100	0
True	9	10	29.13	37	4.63	100	0
True	2	5	34.83	1581	1581	100	0
True	3	3	3.2	2160	1080	100	0
True	5	8	13.3	2959	739.75	100	0
True	18	26	56.82	12124	713.18	100	0
True	6	8	125.59	2466	493.2	100	0
True	21	23	140.5	4522	226.1	100	0
True	2	2	2.86	243	243	100	0
True	45713	47624	322769.91	10135	0.22	100	2.65
True	10	11	18.89	16	1.78	100	0
